"chr3"	16300001	23800000	"p24.3"
"chr3"	23800001	26300000	"p24.2"
"chr3"	26300001	30800000	"p24.1"
"chr3"	30800001	32000000	"p23"
"chr3"	32000001	36400000	"p22.3"
"chr3"	36400001	39300000	"p22.2"
"chr3"	39300001	43600000	"p22.1"
"chr3"	43600001	44100000	"p21.33"
"chr3"	44100001	44200000	"p21.32"
"chr3"	44200001	50600000	"p21.31"
"chr3"	50600001	52300000	"p21.2"
"chr3"	52300001	54400000	"p21.1"
"chr3"	54400001	58600000	"p14.3"
"chr3"	58600001	63800000	"p14.2"
"chr3"	63800001	69700000	"p14.1"
"chr3"	69700001	74100000	"p13"
"chr3"	74100001	79800000	"p12.3"
"chr3"	79800001	83500000	"p12.2"
"chr3"	83500001	87100000	"p12.1"
"chr3"	87100001	87800000	"p11.2"
"chr3"	87800001	90900000	"p11.1"
"chr3"	90900001	94000000	"q11.1"
"chr3"	94000001	98600000	"q11.2"
"chr3"	98600001	100300000	"q12.1"
"chr3"	100300001	101200000	"q12.2"
"chr3"	101200001	103100000	"q12.3"
"chr3"	103100001	106500000	"q13.11"
"chr3"	106500001	108200000	"q13.12"
"chr3"	108200001	111600000	"q13.13"
"chr3"	111600001	113700000	"q13.2"
"chr3"	113700001	117600000	"q13.31"
"chr3"	117600001	119300000	"q13.32"
"chr3"	119300001	122200000	"q13.33"
"chr3"	122200001	124100000	"q21.1"
"chr3"	124100001	126100000	"q21.2"
"chr3"	126100001	129500000	"q21.3"
"chr3"	129500001	134000000	"q22.1"
"chr3"	134000001	136000000	"q22.2"
"chr3"	136000001	139000000	"q22.3"
"chr3"	139000001	143100000	"q23"
"chr3"	143100001	149200000	"q24"
"chr3"	149200001	152300000	"q25.1"
"chr3"	152300001	155300000	"q25.2"
"chr3"	155300001	157300000	"q25.31"
"chr3"	157300001	159300000	"q25.32"
"chr3"	159300001	161000000	"q25.33"
"chr3"	161000001	167900000	"q26.1"
"chr3"	167900001	171200000	"q26.2"
"chr3"	171200001	176000000	"q26.31"
"chr3"	176000001	179300000	"q26.32"
"chr3"	179300001	183000000	"q26.33"
"chr3"	183000001	184800000	"q27.1"
"chr3"	184800001	186300000	"q27.2"
"chr3"	186300001	188200000	"q27.3"
"chr3"	188200001	192600000	"q28"
"chr3"	192600001	198295559	"q29"
"chr4"	1	4500000	"p16.3"
"chr4"	4500001	6000000	"p16.2"
"chr4"	6000001	11300000	"p16.1"
"chr4"	11300001	15000000	"p15.33"
"chr4"	15000001	17700000	"p15.32"
"chr4"	17700001	21300000	"p15.31"
"chr4"	21300001	27700000	"p15.2"
"chr4"	27700001	35800000	"p15.1"
"chr4"	35800001	41200000	"p14"
"chr4"	41200001	44600000	"p13"
"chr4"	44600001	48200000	"p12"
"chr4"	48200001	50000000	"p11"
"chr4"	50000001	51800000	"q11"
"chr4"	51800001	58500000	"q12"
"chr4"	58500001	65500000	"q13.1"
"chr4"	65500001	69400000	"q13.2"
"chr4"	69400001	75300000	"q13.3"
"chr4"	75300001	78000000	"q21.1"
"chr4"	78000001	81500000	"q21.21"
"chr4"	81500001	83200000	"q21.22"
"chr4"	83200001	86000000	"q21.23"
"chr4"	86000001	87100000	"q21.3"
"chr4"	87100001	92800000	"q22.1"
"chr4"	92800001	94200000	"q22.2"
"chr4"	94200001	97900000	"q22.3"
"chr4"	97900001	100100000	"q23"
"chr4"	100100001	106700000	"q24"
"chr4"	106700001	113200000	"q25"
"chr4"	113200001	119900000	"q26"
"chr4"	119900001	122800000	"q27"
"chr4"	122800001	127900000	"q28.1"
"chr4"	127900001	130100000	"q28.2"
"chr4"	130100001	138500000	"q28.3"
"chr4"	138500001	140600000	"q31.1"
"chr4"	140600001	145900000	"q31.21"
"chr4"	145900001	147500000	"q31.22"
"chr4"	147500001	150200000	"q31.23"
"chr4"	150200001	154600000	"q31.3"
"chr4"	154600001	160800000	"q32.1"
"chr4"	160800001	163600000	"q32.2"
"chr4"	163600001	169200000	"q32.3"
"chr4"	169200001	171000000	"q33"
"chr4"	171000001	175400000	"q34.1"
"chr4"	175400001	176600000	"q34.2"
"chr4"	176600001	182300000	"q34.3"
"chr4"	182300001	186200000	"q35.1"
"chr4"	186200001	190214555	"q35.2"
"chr5"	1	4400000	"p15.33"
"chr5"	4400001	6300000	"p15.32"
"chr5"	6300001	9900000	"p15.31"
"chr5"	9900001	15000000	"p15.2"
"chr5"	15000001	18400000	"p15.1"
"chr5"	18400001	23300000	"p14.3"
"chr5"	23300001	24600000	"p14.2"
"chr5"	24600001	28900000	"p14.1"
"chr5"	28900001	33800000	"p13.3"
"chr5"	33800001	38400000	"p13.2"
"chr5"	38400001	42500000	"p13.1"
"chr5"	42500001	46100000	"p12"
"chr5"	46100001	48800000	"p11"
"chr5"	48800001	51400000	"q11.1"
"chr5"	51400001	59600000	"q11.2"
"chr5"	59600001	63600000	"q12.1"
"chr5"	63600001	63900000	"q12.2"
"chr5"	63900001	67400000	"q12.3"
"chr5"	67400001	69100000	"q13.1"
"chr5"	69100001	74000000	"q13.2"
"chr5"	74000001	77600000	"q13.3"
"chr5"	77600001	82100000	"q14.1"
"chr5"	82100001	83500000	"q14.2"
"chr5"	83500001	93000000	"q14.3"
"chr5"	93000001	98900000	"q15"
"chr5"	98900001	103400000	"q21.1"
"chr5"	103400001	105100000	"q21.2"
"chr5"	105100001	110200000	"q21.3"
"chr5"	110200001	112200000	"q22.1"
"chr5"	112200001	113800000	"q22.2"
"chr5"	113800001	115900000	"q22.3"
"chr5"	115900001	122100000	"q23.1"
"chr5"	122100001	127900000	"q23.2"
"chr5"	127900001	131200000	"q23.3"
"chr5"	131200001	136900000	"q31.1"
"chr5"	136900001	140100000	"q31.2"
"chr5"	140100001	145100000	"q31.3"
"chr5"	145100001	150400000	"q32"
"chr5"	150400001	153300000	"q33.1"
"chr5"	153300001	156300000	"q33.2"
"chr5"	156300001	160500000	"q33.3"
"chr5"	160500001	169000000	"q34"
"chr5"	169000001	173300000	"q35.1"
"chr5"	173300001	177100000	"q35.2"
"chr5"	177100001	181538259	"q35.3"
"chr6"	1	2300000	"p25.3"
"chr6"	2300001	4200000	"p25.2"
"chr6"	4200001	7100000	"p25.1"
"chr6"	7100001	10600000	"p24.3"
"chr6"	10600001	11600000	"p24.2"
"chr6"	11600001	13400000	"p24.1"
"chr6"	13400001	15200000	"p23"
"chr6"	15200001	25200000	"p22.3"
"chr6"	25200001	27100000	"p22.2"
"chr6"	27100001	30500000	"p22.1"
"chr6"	30500001	32100000	"p21.33"
"chr6"	32100001	33500000	"p21.32"
"chr6"	33500001	36600000	"p21.31"
"chr6"	36600001	40500000	"p21.2"
"chr6"	40500001	46200000	"p21.1"
"chr6"	46200001	51800000	"p12.3"
"chr6"	51800001	53000000	"p12.2"
"chr6"	53000001	57200000	"p12.1"
"chr6"	57200001	58500000	"p11.2"
"chr6"	58500001	59800000	"p11.1"
"chr6"	59800001	62600000	"q11.1"
"chr6"	62600001	62700000	"q11.2"
"chr6"	62700001	69200000	"q12"
"chr6"	69200001	75200000	"q13"
"chr6"	75200001	83200000	"q14.1"
"chr6"	83200001	84200000	"q14.2"
"chr6"	84200001	87300000	"q14.3"
"chr6"	87300001	92500000	"q15"
"chr6"	92500001	98900000	"q16.1"
"chr6"	98900001	100000000	"q16.2"
"chr6"	100000001	105000000	"q16.3"
"chr6"	105000001	114200000	"q21"
"chr6"	114200001	117900000	"q22.1"
"chr6"	117900001	118100000	"q22.2"
"chr6"	118100001	125800000	"q22.31"
"chr6"	125800001	126800000	"q22.32"
"chr6"	126800001	130000000	"q22.33"
"chr6"	130000001	130900000	"q23.1"
"chr6"	130900001	134700000	"q23.2"
"chr6"	134700001	138300000	"q23.3"
"chr6"	138300001	142200000	"q24.1"
"chr6"	142200001	145100000	"q24.2"
"chr6"	145100001	148500000	"q24.3"
"chr6"	148500001	152100000	"q25.1"
"chr6"	152100001	155200000	"q25.2"
"chr6"	155200001	160600000	"q25.3"
"chr6"	160600001	164100000	"q26"
"chr6"	164100001	170805979	"q27"
"chr7"	1	2800000	"p22.3"
"chr7"	2800001	4500000	"p22.2"
"chr7"	4500001	7200000	"p22.1"
"chr7"	7200001	13700000	"p21.3"
"chr7"	13700001	16500000	"p21.2"
"chr7"	16500001	20900000	"p21.1"
"chr7"	20900001	25500000	"p15.3"
"chr7"	25500001	27900000	"p15.2"
"chr7"	27900001	28800000	"p15.1"
"chr7"	28800001	34900000	"p14.3"
"chr7"	34900001	37100000	"p14.2"
"chr7"	37100001	43300000	"p14.1"
"chr7"	43300001	45400000	"p13"
"chr7"	45400001	49000000	"p12.3"
"chr7"	49000001	50500000	"p12.2"
"chr7"	50500001	53900000	"p12.1"
"chr7"	53900001	58100000	"p11.2"
"chr7"	58100001	60100000	"p11.1"
"chr7"	60100001	62100000	"q11.1"
"chr7"	62100001	67500000	"q11.21"
"chr7"	67500001	72700000	"q11.22"
"chr7"	72700001	77900000	"q11.23"
"chr7"	77900001	86700000	"q21.11"
"chr7"	86700001	88500000	"q21.12"
"chr7"	88500001	91500000	"q21.13"
"chr7"	91500001	93300000	"q21.2"
"chr7"	93300001	98400000	"q21.3"
"chr7"	98400001	104200000	"q22.1"
"chr7"	104200001	104900000	"q22.2"
"chr7"	104900001	107800000	"q22.3"
"chr7"	107800001	115000000	"q31.1"
"chr7"	115000001	117700000	"q31.2"
"chr7"	117700001	121400000	"q31.31"
"chr7"	121400001	124100000	"q31.32"
"chr7"	124100001	127500000	"q31.33"
"chr7"	127500001	129600000	"q32.1"
"chr7"	129600001	130800000	"q32.2"
"chr7"	130800001	132900000	"q32.3"
"chr7"	132900001	138500000	"q33"
"chr7"	138500001	143400000	"q34"
"chr7"	143400001	148200000	"q35"
"chr7"	148200001	152800000	"q36.1"
"chr7"	152800001	155200000	"q36.2"
"chr7"	155200001	159345973	"q36.3"
"chr8"	1	2300000	"p23.3"
"chr8"	2300001	6300000	"p23.2"
"chr8"	6300001	12800000	"p23.1"
"chr8"	12800001	19200000	"p22"
"chr8"	19200001	23500000	"p21.3"
"chr8"	23500001	27500000	"p21.2"
"chr8"	27500001	29000000	"p21.1"
"chr8"	29000001	36700000	"p12"
"chr8"	36700001	38500000	"p11.23"
"chr8"	38500001	39900000	"p11.22"
"chr8"	39900001	43200000	"p11.21"
"chr8"	43200001	45200000	"p11.1"
"chr8"	45200001	47200000	"q11.1"
"chr8"	47200001	51300000	"q11.21"
"chr8"	51300001	51700000	"q11.22"
"chr8"	51700001	54600000	"q11.23"
"chr8"	54600001	60600000	"q12.1"
"chr8"	60600001	61300000	"q12.2"
"chr8"	61300001	65100000	"q12.3"
"chr8"	65100001	67100000	"q13.1"
"chr8"	67100001	69600000	"q13.2"
"chr8"	69600001	72000000	"q13.3"
"chr8"	72000001	74600000	"q21.11"
"chr8"	74600001	74700000	"q21.12"
"chr8"	74700001	83500000	"q21.13"
"chr8"	83500001	85900000	"q21.2"
"chr8"	85900001	92300000	"q21.3"
"chr8"	92300001	97900000	"q22.1"
"chr8"	97900001	100500000	"q22.2"
"chr8"	100500001	105100000	"q22.3"
"chr8"	105100001	109500000	"q23.1"
"chr8"	109500001	111100000	"q23.2"
"chr8"	111100001	116700000	"q23.3"
"chr8"	116700001	118300000	"q24.11"
"chr8"	118300001	121500000	"q24.12"
"chr8"	121500001	126300000	"q24.13"
"chr8"	126300001	130400000	"q24.21"
"chr8"	130400001	135400000	"q24.22"
"chr8"	135400001	138900000	"q24.23"
"chr8"	138900001	145138636	"q24.3"
"chr9"	1	2200000	"p24.3"
"chr9"	2200001	4600000	"p24.2"
"chr9"	4600001	9000000	"p24.1"
"chr9"	9000001	14200000	"p23"
"chr9"	14200001	16600000	"p22.3"
"chr9"	16600001	18500000	"p22.2"
"chr9"	18500001	19900000	"p22.1"
"chr9"	19900001	25600000	"p21.3"
"chr9"	25600001	28000000	"p21.2"
"chr9"	28000001	33200000	"p21.1"
"chr9"	33200001	36300000	"p13.3"
"chr9"	36300001	37900000	"p13.2"
"chr9"	37900001	39000000	"p13.1"
"chr9"	39000001	40000000	"p12"
"chr9"	40000001	42200000	"p11.2"
"chr9"	42200001	43000000	"p11.1"
"chr9"	43000001	45500000	"q11"
"chr9"	45500001	61500000	"q12"
"chr9"	61500001	65000000	"q13"
"chr9"	65000001	69300000	"q21.11"
"chr9"	69300001	71300000	"q21.12"
"chr9"	71300001	76600000	"q21.13"
"chr9"	76600001	78500000	"q21.2"
"chr9"	78500001	81500000	"q21.31"
"chr9"	81500001	84300000	"q21.32"
"chr9"	84300001	87800000	"q21.33"
"chr9"	87800001	89200000	"q22.1"
"chr9"	89200001	91200000	"q22.2"
"chr9"	91200001	93900000	"q22.31"
"chr9"	93900001	96500000	"q22.32"
"chr9"	96500001	99800000	"q22.33"
"chr9"	99800001	105400000	"q31.1"
"chr9"	105400001	108500000	"q31.2"
"chr9"	108500001	112100000	"q31.3"
"chr9"	112100001	114900000	"q32"
"chr9"	114900001	119800000	"q33.1"
"chr9"	119800001	123100000	"q33.2"
"chr9"	123100001	127500000	"q33.3"
"chr9"	127500001	130600000	"q34.11"
"chr9"	130600001	131100000	"q34.12"
"chr9"	131100001	133100000	"q34.13"
"chr9"	133100001	134500000	"q34.2"
"chr9"	134500001	138394717	"q34.3"
"chrX"	1	4400000	"p22.33"
"chrX"	4400001	6100000	"p22.32"
"chrX"	6100001	9600000	"p22.31"
"chrX"	9600001	17400000	"p22.2"
"chrX"	17400001	19200000	"p22.13"
"chrX"	19200001	21900000	"p22.12"
"chrX"	21900001	24900000	"p22.11"
"chrX"	24900001	29300000	"p21.3"
"chrX"	29300001	31500000	"p21.2"
"chrX"	31500001	37800000	"p21.1"
"chrX"	37800001	42500000	"p11.4"
"chrX"	42500001	47600000	"p11.3"
"chrX"	47600001	50100000	"p11.23"
"chrX"	50100001	54800000	"p11.22"
"chrX"	54800001	58100000	"p11.21"
"chrX"	58100001	61000000	"p11.1"
"chrX"	61000001	63800000	"q11.1"
"chrX"	63800001	65400000	"q11.2"
"chrX"	65400001	68500000	"q12"
"chrX"	68500001	73000000	"q13.1"
"chrX"	73000001	74700000	"q13.2"
"chrX"	74700001	76800000	"q13.3"
"chrX"	76800001	85400000	"q21.1"
"chrX"	85400001	87000000	"q21.2"
"chrX"	87000001	92700000	"q21.31"
"chrX"	92700001	94300000	"q21.32"
"chrX"	94300001	99100000	"q21.33"
"chrX"	99100001	103300000	"q22.1"
"chrX"	103300001	104500000	"q22.2"
"chrX"	104500001	109400000	"q22.3"
"chrX"	109400001	117400000	"q23"
"chrX"	117400001	121800000	"q24"
"chrX"	121800001	129500000	"q25"
"chrX"	129500001	131300000	"q26.1"
"chrX"	131300001	134500000	"q26.2"
"chrX"	134500001	138900000	"q26.3"
"chrX"	138900001	141200000	"q27.1"
"chrX"	141200001	143000000	"q27.2"
"chrX"	143000001	148000000	"q27.3"
"chrX"	148000001	156040895	"q28"
"chrY"	1	300000	"p11.32"
"chrY"	300001	600000	"p11.31"
"chrY"	600001	10300000	"p11.2"
"chrY"	10300001	10400000	"p11.1"
"chrY"	10400001	10600000	"q11.1"
"chrY"	10600001	12400000	"q11.21"
"chrY"	12400001	17100000	"q11.221"
"chrY"	17100001	19600000	"q11.222"
"chrY"	19600001	23800000	"q11.223"
"chrY"	23800001	26600000	"q11.23"
"chrY"	26600001	57227415	"q12"
"chr10"	1	3000000	"p15.3"
"chr10"	3000001	3800000	"p15.2"
"chr10"	3800001	6600000	"p15.1"
"chr10"	6600001	12200000	"p14"
"chr10"	12200001	17300000	"p13"
"chr10"	17300001	18300000	"p12.33"
"chr10"	18300001	18400000	"p12.32"
"chr10"	18400001	22300000	"p12.31"
"chr10"	22300001	24300000	"p12.2"
"chr10"	24300001	29300000	"p12.1"
"chr10"	29300001	31100000	"p11.23"
"chr10"	31100001	34200000	"p11.22"
"chr10"	34200001	38000000	"p11.21"
"chr10"	38000001	39800000	"p11.1"
"chr10"	39800001	41600000	"q11.1"
"chr10"	41600001	45500000	"q11.21"
"chr10"	45500001	48600000	"q11.22"
"chr10"	48600001	51100000	"q11.23"
"chr10"	51100001	59400000	"q21.1"
"chr10"	59400001	62800000	"q21.2"
"chr10"	62800001	68800000	"q21.3"
"chr10"	68800001	73100000	"q22.1"
"chr10"	73100001	75900000	"q22.2"
"chr10"	75900001	80300000	"q22.3"
"chr10"	80300001	86100000	"q23.1"
"chr10"	86100001	87700000	"q23.2"
"chr10"	87700001	91100000	"q23.31"
"chr10"	91100001	92300000	"q23.32"
"chr10"	92300001	95300000	"q23.33"
"chr10"	95300001	97500000	"q24.1"
"chr10"	97500001	100100000	"q24.2"
"chr10"	100100001	101200000	"q24.31"
"chr10"	101200001	103100000	"q24.32"
"chr10"	103100001	104000000	"q24.33"
"chr10"	104000001	110100000	"q25.1"
"chr10"	110100001	113100000	"q25.2"
"chr10"	113100001	117300000	"q25.3"
"chr10"	117300001	119900000	"q26.11"
"chr10"	119900001	121400000	"q26.12"
"chr10"	121400001	125700000	"q26.13"
"chr10"	125700001	128800000	"q26.2"
"chr10"	128800001	133797422	"q26.3"
"chr11"	1	2800000	"p15.5"
"chr11"	2800001	11700000	"p15.4"
"chr11"	11700001	13800000	"p15.3"
"chr11"	13800001	16900000	"p15.2"
"chr11"	16900001	22000000	"p15.1"
"chr11"	22000001	26200000	"p14.3"
"chr11"	26200001	27200000	"p14.2"
"chr11"	27200001	31000000	"p14.1"
"chr11"	31000001	36400000	"p13"
"chr11"	36400001	43400000	"p12"
"chr11"	43400001	48800000	"p11.2"
"chr11"	48800001	51000000	"p11.12"
"chr11"	51000001	53400000	"p11.11"
"chr11"	53400001	55800000	"q11"
"chr11"	55800001	60100000	"q12.1"
"chr11"	60100001	61900000	"q12.2"
"chr11"	61900001	63600000	"q12.3"
"chr11"	63600001	66100000	"q13.1"
"chr11"	66100001	68700000	"q13.2"
"chr11"	68700001	70500000	"q13.3"
"chr11"	70500001	75500000	"q13.4"
"chr11"	75500001	77400000	"q13.5"
"chr11"	77400001	85900000	"q14.1"
"chr11"	85900001	88600000	"q14.2"
"chr11"	88600001	93000000	"q14.3"
"chr11"	93000001	97400000	"q21"
"chr11"	97400001	102300000	"q22.1"
"chr11"	102300001	103000000	"q22.2"
"chr11"	103000001	110600000	"q22.3"
"chr11"	110600001	112700000	"q23.1"
"chr11"	112700001	114600000	"q23.2"
"chr11"	114600001	121300000	"q23.3"
"chr11"	121300001	124000000	"q24.1"
"chr11"	124000001	127900000	"q24.2"
"chr11"	127900001	130900000	"q24.3"
"chr11"	130900001	135086622	"q25"
"chr12"	1	3200000	"p13.33"
"chr12"	3200001	5300000	"p13.32"
"chr12"	5300001	10000000	"p13.31"
"chr12"	10000001	12600000	"p13.2"
"chr12"	12600001	14600000	"p13.1"
"chr12"	14600001	19800000	"p12.3"
"chr12"	19800001	21100000	"p12.2"
"chr12"	21100001	26300000	"p12.1"
"chr12"	26300001	27600000	"p11.23"
"chr12"	27600001	30500000	"p11.22"
"chr12"	30500001	33200000	"p11.21"
"chr12"	33200001	35500000	"p11.1"
"chr12"	35500001	37800000	"q11"
"chr12"	37800001	46000000	"q12"
"chr12"	46000001	48700000	"q13.11"
"chr12"	48700001	51100000	"q13.12"
"chr12"	51100001	54500000	"q13.13"
"chr12"	54500001	56200000	"q13.2"
"chr12"	56200001	57700000	"q13.3"
"chr12"	57700001	62700000	"q14.1"
"chr12"	62700001	64700000	"q14.2"
"chr12"	64700001	67300000	"q14.3"
"chr12"	67300001	71100000	"q15"
"chr12"	71100001	75300000	"q21.1"
"chr12"	75300001	79900000	"q21.2"
"chr12"	79900001	86300000	"q21.31"
"chr12"	86300001	88600000	"q21.32"
"chr12"	88600001	92200000	"q21.33"
"chr12"	92200001	95800000	"q22"
"chr12"	95800001	101200000	"q23.1"
"chr12"	101200001	103500000	"q23.2"
"chr12"	103500001	108600000	"q23.3"
"chr12"	108600001	111300000	"q24.11"
"chr12"	111300001	111900000	"q24.12"
"chr12"	111900001	113900000	"q24.13"
"chr12"	113900001	116400000	"q24.21"
"chr12"	116400001	117700000	"q24.22"
"chr12"	117700001	120300000	"q24.23"
"chr12"	120300001	125400000	"q24.31"
"chr12"	125400001	128700000	"q24.32"
"chr12"	128700001	133275309	"q24.33"
"chr13"	1	4600000	"p13"
"chr13"	4600001	10100000	"p12"
"chr13"	10100001	16500000	"p11.2"
"chr13"	16500001	17700000	"p11.1"
"chr13"	17700001	18900000	"q11"
"chr13"	18900001	22600000	"q12.11"
"chr13"	22600001	24900000	"q12.12"
"chr13"	24900001	27200000	"q12.13"
"chr13"	27200001	28300000	"q12.2"
"chr13"	28300001	31600000	"q12.3"
"chr13"	31600001	33400000	"q13.1"
"chr13"	33400001	34900000	"q13.2"
"chr13"	34900001	39500000	"q13.3"
"chr13"	39500001	44600000	"q14.11"
"chr13"	44600001	45200000	"q14.12"
"chr13"	45200001	46700000	"q14.13"
"chr13"	46700001	50300000	"q14.2"
"chr13"	50300001	54700000	"q14.3"
"chr13"	54700001	59000000	"q21.1"
"chr13"	59000001	61800000	"q21.2"
"chr13"	61800001	65200000	"q21.31"
"chr13"	65200001	68100000	"q21.32"
"chr13"	68100001	72800000	"q21.33"
"chr13"	72800001	74900000	"q22.1"
"chr13"	74900001	76700000	"q22.2"
"chr13"	76700001	78500000	"q22.3"
"chr13"	78500001	87100000	"q31.1"
"chr13"	87100001	89400000	"q31.2"
"chr13"	89400001	94400000	"q31.3"
"chr13"	94400001	97500000	"q32.1"
"chr13"	97500001	98700000	"q32.2"
"chr13"	98700001	101100000	"q32.3"
"chr13"	101100001	104200000	"q33.1"
"chr13"	104200001	106400000	"q33.2"
"chr13"	106400001	109600000	"q33.3"
"chr13"	109600001	114364328	"q34"
"chr14"	1	3600000	"p13"
"chr14"	3600001	8000000	"p12"
"chr14"	8000001	16100000	"p11.2"
"chr14"	16100001	17200000	"p11.1"
"chr14"	17200001	18200000	"q11.1"
"chr14"	18200001	24100000	"q11.2"
"chr14"	24100001	32900000	"q12"
"chr14"	32900001	34800000	"q13.1"
"chr14"	34800001	36100000	"q13.2"
"chr14"	36100001	37400000	"q13.3"
"chr14"	37400001	43000000	"q21.1"
"chr14"	43000001	46700000	"q21.2"
"chr14"	46700001	50400000	"q21.3"
"chr14"	50400001	53600000	"q22.1"
"chr14"	53600001	55000000	"q22.2"
"chr14"	55000001	57600000	"q22.3"
